1	0.982109	0.978372	0.985445	0.971587	0.977931	0.753363	0.979939	0.986356	0.99943	0.969191	0.727644	0.984782	0.994783	0.708311	0.995607	0.741234	0.775517	0.995495	0.748122	0.995582	0.991659	0.966274	0.783811	0.993254	0.785769	0.968452	0.741229	0.707783	0.979269	0.987784	0.748536	0.987963	0.975929	0.975822	0.788967	0.994207	0.975775	0.998285	0.98419	0.998847	0.988356	0.981535	0.997959	0.975208	0.735807	0.968362	0.767015	0.734802	0.80994	0.676169	0.987256	0.993463	0.636821	0.983331	0.785769	0.714109	0.71772	0.99737	0.998296	0.98204	0.986014	0.755154	0.974266	0.967843	0.789816	0.997859	0.994333	0.961271	0.994126	0.723219	0.989056	0.982557	0.715149	0.69294	0.836938	0.754962	0.982112	0.98842	0.991911	0.979278	0.661389	0.993599	0.680733	0.987456	0.984953	0.74961	0.9567	0.997177	0.751453	0.966425	0.997437	0.999652	0.9829	0.971587	0.993694	0.966666	0.998603	0.975562	0.997636	0.981032	0.992632	0.9905	0.994061	0.745021	0.999638	0.995678	0.945896	0.785769	0.729181	0.782699	0.69954	0.731236	0.994281	0.994133	0.982368	0.971707	0.990945	0.770183	0.987762	0.996239	0.992594	0.947022	0.99088	0.749681	0.73793	0.985506	0.987792	0.967885	0.712766	0.671121	0.771974	0.978067	0.993084	0.998129	0.964319	0.71014	0.992057	0.996247	0.76216	0.996902	0.991191	0.779291	0.731862	0.992623	0.995832	0.992486	0.742175	0.994863	0.779694	
0.982109	1	0.977751	0.979525	0.998035	0.993516	0.624822	0.994778	0.99966	0.985232	0.998218	0.593657	0.998133	0.96052	0.572831	0.995127	0.61241	0.648447	0.96571	0.618912	0.992211	0.998118	0.997094	0.658702	0.96516	0.663922	0.995389	0.607195	0.574182	0.997319	0.984562	0.623511	0.991377	0.998324	0.918573	0.668697	0.971836	0.999467	0.983692	0.998554	0.989662	0.984326	0.99999	0.989688	0.993328	0.603932	0.998003	0.643172	0.60329	0.691553	0.541849	0.988182	0.997174	0.491472	0.957593	0.663922	0.583919	0.583473	0.98868	0.976646	0.996761	0.96025	0.627201	0.996066	0.997439	0.668231	0.977287	0.98151	0.992726	0.996714	0.591424	0.998673	0.999868	0.58277	0.551702	0.72008	0.626469	0.999922	0.999311	0.993362	0.999859	0.519832	0.975511	0.538505	0.997354	0.961874	0.618918	0.990677	0.975429	0.621781	0.997496	0.974693	0.983443	0.996913	0.998035	0.993286	0.997492	0.989209	0.999032	0.973917	0.997119	0.992098	0.956232	0.966982	0.615634	0.985579	0.970037	0.988955	0.663922	0.597517	0.659137	0.564693	0.597479	0.961087	0.959591	0.934899	0.99822	0.970579	0.648226	0.943631	0.967171	0.986025	0.988839	0.985887	0.621595	0.613365	0.998367	0.995572	0.997868	0.579088	0.531904	0.647829	0.994543	0.995483	0.979636	0.9969	0.573092	0.99761	0.965569	0.631561	0.970583	0.971152	0.653988	0.599609	0.979396	0.983106	0.9705	0.608199	0.964027	0.665124	
0.978372	0.977751	1	0.9992	0.979446	0.993613	0.727607	0.992956	0.981508	0.984696	0.97154	0.699161	0.96775	0.975226	0.68489	0.985529	0.720887	0.74083	0.981374	0.723215	0.991025	0.98357	0.974324	0.750148	0.985904	0.761146	0.984008	0.704634	0.689754	0.988664	0.998583	0.734583	0.996528	0.983607	0.946189	0.766933	0.990037	0.972267	0.988672	0.987529	0.983861	0.998417	0.978063	0.988129	0.992545	0.70949	0.971387	0.747222	0.710076	0.780054	0.668345	0.998023	0.981503	0.614712	0.991108	0.761146	0.702094	0.693444	0.970135	0.985112	0.990845	0.99083	0.730154	0.987915	0.962726	0.763504	0.986875	0.99439	0.98153	0.982853	0.703249	0.985716	0.974945	0.697194	0.659009	0.785714	0.728469	0.980046	0.980779	0.993696	0.97459	0.640628	0.993017	0.649632	0.990259	0.992812	0.71933	0.979983	0.987201	0.723333	0.966996	0.985957	0.983458	0.990823	0.979446	0.968587	0.96567	0.975873	0.979992	0.984682	0.989863	0.994177	0.980917	0.986216	0.72122	0.983129	0.9859	0.942468	0.761146	0.70679	0.754833	0.68167	0.701544	0.978238	0.976119	0.9653	0.978678	0.99315	0.753689	0.966423	0.981045	0.996205	0.968692	0.997238	0.727181	0.729569	0.969279	0.992984	0.967516	0.692373	0.652971	0.748703	0.992493	0.972236	0.987621	0.965759	0.68113	0.985913	0.9785	0.724025	0.983322	0.993239	0.748071	0.706453	0.995464	0.992956	0.991429	0.705174	0.980908	0.775783	
0.985445	0.979525	0.9992	1	0.978714	0.992515	0.742864	0.992321	0.983705	0.990452	0.971445	0.715169	0.971783	0.983182	0.700194	0.989559	0.735316	0.757385	0.988178	0.73838	0.994432	0.986776	0.973226	0.766424	0.991554	0.775818	0.982067	0.721907	0.704103	0.988338	0.999636	0.747783	0.99743	0.983211	0.95732	0.781105	0.994786	0.973468	0.99368	0.988404	0.989284	0.999644	0.979659	0.992702	0.991003	0.725035	0.971142	0.761264	0.725351	0.795326	0.681124	0.998774	0.985502	0.63037	0.99427	0.775818	0.715297	0.70881	0.97737	0.991181	0.990861	0.994449	0.745258	0.986657	0.963715	0.778422	0.99253	0.997794	0.978526	0.986833	0.717797	0.987964	0.977255	0.71146	0.676291	0.804169	0.743838	0.981479	0.983582	0.995779	0.976208	0.655862	0.996904	0.666529	0.991553	0.99577	0.735421	0.976324	0.99279	0.739027	0.967012	0.991847	0.989584	0.991027	0.978714	0.97488	0.965941	0.982482	0.980008	0.990867	0.989772	0.996445	0.987354	0.991868	0.736223	0.989143	0.991742	0.942152	0.775818	0.721709	0.770114	0.696066	0.717727	0.985582	0.98386	0.973824	0.978075	0.996778	0.767101	0.97536	0.987961	0.998605	0.964674	0.999102	0.741903	0.741862	0.973228	0.994073	0.967758	0.707097	0.667662	0.763306	0.991519	0.977676	0.993051	0.965526	0.6974	0.988893	0.985921	0.741328	0.989792	0.996867	0.76398	0.721879	0.998472	0.9968	0.995673	0.722506	0.987763	0.786768	
0.971587	0.998035	0.979446	0.978714	1	0.99589	0.600181	0.996437	0.996989	0.976766	0.999247	0.567784	0.992666	0.948424	0.547998	0.98948	0.589019	0.621862	0.95543	0.594399	0.98747	0.993818	0.999673	0.632574	0.95666	0.640281	0.9992	0.579403	0.550831	0.998551	0.983403	0.602048	0.990541	0.999721	0.901315	0.645841	0.964789	0.998451	0.976361	0.99791	0.981773	0.982893	0.998302	0.983106	0.996412	0.578798	0.999268	0.620453	0.578572	0.667058	0.520862	0.987541	0.99163	0.46593	0.952909	0.640281	0.562364	0.558568	0.978037	0.9676	0.997429	0.954871	0.602802	0.998768	0.996824	0.644221	0.968885	0.976643	0.998214	0.991184	0.567804	0.995874	0.997079	0.559567	0.523772	0.690773	0.601659	0.998475	0.995685	0.990704	0.998167	0.494999	0.969833	0.511142	0.996011	0.957539	0.592975	0.997195	0.967114	0.596458	0.998383	0.965904	0.974387	0.997285	1	0.984191	0.997986	0.97951	0.999818	0.964665	0.997968	0.989132	0.946448	0.958494	0.591363	0.976721	0.961281	0.990502	0.640281	0.573336	0.634542	0.541249	0.571344	0.949937	0.947817	0.921749	0.999988	0.965265	0.626495	0.929901	0.956732	0.982772	0.996008	0.983471	0.597774	0.593284	0.993021	0.994511	0.998396	0.555166	0.507936	0.624255	0.99674	0.987727	0.971606	0.998185	0.546768	0.993642	0.954338	0.603779	0.960861	0.965842	0.628412	0.574649	0.975125	0.97757	0.964224	0.580318	0.953654	0.647194	
0.977931	0.993516	0.993613	0.992515	0.99589	1	0.656895	0.999916	0.994522	0.983921	0.991806	0.625948	0.985583	0.963414	0.608674	0.991748	0.647834	0.674635	0.970309	0.651724	0.99321	0.993464	0.993494	0.684835	0.973259	0.694382	0.997732	0.634616	0.612627	0.999115	0.994804	0.66148	0.997902	0.997523	0.923488	0.700175	0.97983	0.991417	0.985626	0.998	0.986411	0.99441	0.993841	0.989239	0.999907	0.636806	0.99178	0.677225	0.636998	0.717651	0.586659	0.996927	0.991155	0.531441	0.974006	0.694382	0.624814	0.618382	0.977818	0.978925	0.999391	0.974882	0.659527	0.999095	0.986291	0.697584	0.980516	0.98867	0.996295	0.991514	0.628088	0.99577	0.991617	0.620844	0.583179	0.732758	0.658082	0.994857	0.993343	0.996483	0.99221	0.559332	0.984155	0.57202	0.998073	0.977394	0.649002	0.99517	0.979687	0.652817	0.98927	0.978393	0.981963	0.999263	0.99589	0.980758	0.988403	0.981334	0.995877	0.977071	0.999276	0.995782	0.965168	0.974422	0.649172	0.983142	0.975797	0.973982	0.694382	0.632681	0.688233	0.603656	0.628963	0.96573	0.963518	0.943972	0.995513	0.981719	0.683618	0.948938	0.970866	0.99311	0.989538	0.994073	0.655472	0.654536	0.986481	0.998496	0.989463	0.616138	0.572179	0.679892	0.999948	0.984538	0.982414	0.988658	0.606107	0.99446	0.968289	0.656879	0.97428	0.98208	0.68166	0.633158	0.988384	0.988456	0.980241	0.635356	0.969099	0.705544	
0.753363	0.624822	0.727607	0.742864	0.600181	0.656895	1	0.657735	0.644941	0.747675	0.581318	0.999174	0.627749	0.815634	0.997773	0.697994	0.999506	0.99845	0.805921	0.999961	0.71635	0.670951	0.579743	0.998111	0.806621	0.998691	0.606092	0.998456	0.997165	0.640121	0.730245	0.998365	0.701806	0.618703	0.877843	0.998246	0.789323	0.598995	0.755061	0.649977	0.727554	0.732815	0.623388	0.730106	0.647314	0.999649	0.579239	0.999343	0.999604	0.995669	0.99073	0.713793	0.677808	0.986702	0.810166	0.998691	0.996327	0.998597	0.708613	0.777692	0.654191	0.808321	0.999989	0.62761	0.568425	0.998354	0.776082	0.758015	0.589647	0.68352	0.99865	0.663084	0.623139	0.997783	0.995375	0.981167	0.999991	0.628129	0.652095	0.703366	0.611979	0.991305	0.777012	0.994195	0.668869	0.801155	0.999742	0.580585	0.781457	0.99993	0.569129	0.783531	0.7537	0.656392	0.600181	0.676753	0.568203	0.71809	0.610053	0.785518	0.64823	0.711238	0.825611	0.802624	0.999878	0.744968	0.795694	0.502947	0.998691	0.999233	0.998901	0.996315	0.999267	0.81573	0.818263	0.861085	0.598858	0.787561	0.99861	0.846456	0.802279	0.737236	0.541282	0.733506	0.999862	0.99632	0.631208	0.68041	0.573149	0.997929	0.992598	0.999506	0.651908	0.671021	0.768857	0.562923	0.997851	0.677274	0.805182	0.998078	0.79423	0.786267	0.998832	0.999484	0.761987	0.754882	0.790666	0.998375	0.80975	0.993238	
0.979939	0.994778	0.992956	0.992321	0.996437	0.999916	0.657735	1	0.995768	0.985517	0.992742	0.626885	0.987628	0.965097	0.609247	0.993189	0.648306	0.676096	0.971687	0.652497	0.994256	0.99485	0.994074	0.686257	0.974209	0.695249	0.997776	0.636097	0.612866	0.999472	0.994837	0.66158	0.998156	0.998039	0.92556	0.700892	0.980636	0.992683	0.98688	0.998718	0.98808	0.994482	0.99505	0.990578	0.99974	0.637631	0.992677	0.677737	0.637722	0.718921	0.586195	0.997008	0.992766	0.53176	0.97398	0.695249	0.624702	0.619033	0.980296	0.980335	0.999752	0.975053	0.660326	0.999211	0.987723	0.698568	0.981792	0.989306	0.996075	0.993067	0.628487	0.996877	0.993087	0.621098	0.584366	0.735468	0.658972	0.995967	0.994747	0.997164	0.993521	0.559625	0.984773	0.573	0.998779	0.977394	0.650112	0.994777	0.980884	0.653798	0.990344	0.979678	0.983632	0.999674	0.996437	0.983186	0.989577	0.983509	0.996619	0.978441	0.99965	0.996457	0.966193	0.975417	0.649867	0.984856	0.976935	0.975438	0.695249	0.633245	0.68929	0.603865	0.629986	0.967195	0.965097	0.945334	0.996119	0.982126	0.683936	0.950622	0.972322	0.993581	0.989332	0.994381	0.6561	0.654266	0.988469	0.999021	0.990587	0.616536	0.572335	0.680633	0.999957	0.986717	0.983683	0.98969	0.607031	0.995708	0.969895	0.658516	0.975662	0.982502	0.682915	0.633917	0.988831	0.989286	0.980845	0.636864	0.970453	0.705127	
0.986356	0.99966	0.981508	0.983705	0.996989	0.994522	0.644941	0.995768	1	0.989266	0.996498	0.614394	0.997848	0.967333	0.593997	0.997312	0.632812	0.667952	0.972121	0.63916	0.995111	0.999343	0.995382	0.677984	0.97165	0.68317	0.994648	0.627566	0.595335	0.99764	0.988191	0.643679	0.993891	0.997892	0.928304	0.687846	0.977624	0.998276	0.988041	0.99914	0.992924	0.988042	0.999608	0.99307	0.994027	0.62448	0.996222	0.662916	0.623861	0.710077	0.56354	0.991182	0.998625	0.514009	0.964463	0.68317	0.604875	0.604435	0.991247	0.981882	0.997563	0.966982	0.647273	0.996021	0.995253	0.687366	0.98247	0.986068	0.99152	0.998371	0.612246	0.999653	0.999453	0.603761	0.573169	0.73737	0.646548	0.999709	0.999881	0.995843	0.999088	0.541927	0.980831	0.560232	0.998597	0.96835	0.639124	0.989229	0.980839	0.641946	0.995371	0.980178	0.987709	0.99778	0.996989	0.994698	0.995325	0.992112	0.998274	0.979476	0.997712	0.994869	0.963537	0.973297	0.635957	0.989504	0.976041	0.984762	0.68317	0.618213	0.678474	0.58602	0.618129	0.967914	0.966522	0.943801	0.997119	0.976376	0.66786	0.951827	0.973422	0.989812	0.9861	0.989569	0.641799	0.633718	0.998199	0.997256	0.995863	0.600146	0.553802	0.667457	0.995352	0.996684	0.984529	0.994584	0.594219	0.999071	0.971935	0.651391	0.976501	0.976893	0.67341	0.620249	0.984151	0.987506	0.976382	0.628544	0.970604	0.6843	
0.99943	0.985232	0.984696	0.990452	0.976766	0.983921	0.747675	0.985517	0.989266	1	0.973635	0.721287	0.98589	0.993952	0.702588	0.997312	0.736295	0.768631	0.995619	0.742519	0.998005	0.993878	0.971611	0.777169	0.994427	0.780577	0.974773	0.733718	0.702918	0.984418	0.992453	0.744692	0.992526	0.980959	0.972672	0.78422	0.996045	0.979197	0.999594	0.988337	0.999546	0.992891	0.984806	0.999447	0.981518	0.729867	0.972925	0.762408	0.729106	0.804165	0.672684	0.992058	0.995024	0.630731	0.986784	0.780577	0.710266	0.711944	0.996273	0.99884	0.986999	0.989038	0.749603	0.980153	0.971201	0.784396	0.998763	0.997116	0.968415	0.995753	0.718178	0.992074	0.985181	0.710359	0.685424	0.828152	0.749171	0.98557	0.990843	0.99542	0.982433	0.655704	0.996108	0.673562	0.991385	0.988513	0.74317	0.96436	0.998189	0.745371	0.970667	0.998194	0.99994	0.987708	0.976766	0.993177	0.970669	0.998152	0.980148	0.998143	0.986037	0.996041	0.991128	0.995198	0.739566	0.999951	0.996583	0.949884	0.780577	0.723806	0.776961	0.69463	0.72472	0.994004	0.993518	0.981421	0.976758	0.99378	0.766137	0.986314	0.996231	0.996105	0.954676	0.994844	0.744476	0.734893	0.986719	0.992003	0.971957	0.707565	0.665931	0.766859	0.983902	0.993288	0.999174	0.968733	0.703547	0.994534	0.995809	0.754604	0.997227	0.994015	0.772988	0.72603	0.995797	0.99819	0.994791	0.734608	0.994974	0.777784	
